academic_term,academic_year,faculty,faculty_abbrev,subject,subject_abbrev,title
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,The Art of Animating
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Fiction Project Workshop II
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Alternative Project Workshop II
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Feature Screenwriting II
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Editing Techniques II
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Production Design for Film
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Sound Techniques III
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Cinematography III
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Acting and Directing II - Directing Actors for the Screen
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Field Placement for Cinema & Media Studies/Media Arts
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Anti-Racist Feminism
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Honours Thesis
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Independent Studies in Film/Television
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Independent Studies in Film/Television
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CMCT,Communication and Culture,Media Ethics
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CMCT,Communication and Culture,Communication & Culture: An Interdisciplinary Approach
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CMCT,Communication and Culture,History of Things: Objects, Representation, and Display
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CMCT,Communication and Culture,The Making of Asian Studies: Critical Perspectives
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CMCT,Communication and Culture,Global Media
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CMCT,Communication and Culture,Managing the Broadcast & Digital Worlds: Strategy and Change in Television and Online Media
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CMCT,Communication and Culture,Future Cinema
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CMCT,Communication and Culture,Race and Gender in Digital Technology
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CMCT,Communication and Culture,Digital Games and Learning
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CMCT,Communication and Culture,Directed Research in Communication and Culture
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CMCT,Communication and Culture,Field Placements
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CMCT,Communication and Culture,Perspectives in Communication and Cultural Studies
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CMCT,Communication and Culture,Directed Group Study in Communication and Culture
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CMCT,Communication and Culture,Directed Readings (Ph.D. Level)
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CMCT,Communication and Culture,Advanced Research Methodologies
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CMDS,Communication and Media Studies,Fake News, Fact-Finding and the Future of Journalism
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CMDS,Communication and Media Studies,Youth, media, and culture
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CMDS,Communication and Media Studies,Foundational Communication & Media Theory
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CMDS,Communication and Media Studies,Introduction to Politics, Policy and the Media
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CMDS,Communication and Media Studies,Comedy and Social Change
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CMDS,Communication and Media Studies,Media, Culture and Society
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CMDS,Communication and Media Studies,Foundational Communication Theory
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CMDS,Communication and Media Studies,Global Media, Local Communication
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CMDS,Communication and Media Studies,Communicating Social Movements
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CMDS,Communication and Media Studies,AI, Automation, and Mediation
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CMDS,Communication and Media Studies,Advanced Issues in Digital Media and Culture
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CMDS,Communication and Media Studies,Feminist Perspectives on Technology
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CMDS,Communication and Media Studies,Advertising, Culture and Society
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CMDS,Communication and Media Studies,The Decline of the Classical Hollywood Cinema: Post-WWII, the Cold War and the Rise of Corporate America
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CMDS,Communication and Media Studies,National Identities: Canadian Media History
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CMDS,Communication and Media Studies,Communication, Food, and Community
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CMDS,Communication and Media Studies,Directed Reading
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CMDS,Communication and Media Studies,Unions, Organizing, and The Media
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CMDS,Communication and Media Studies,Resistance and Subversion on the Internet
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CMDS,Communication and Media Studies,NetWork: Digital Labour, Profit, and Exploitation
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CMDS,Communication and Media Studies,Current Issues in Canadian Media and Communications Policy
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CMDS,Communication and Media Studies,Power, Resistance and New Media
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CMDS,Communication and Media Studies,Popular Culture and Communications
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CMDS,Communication and Media Studies,Mediations of Identity
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CMDS,Communication and Media Studies,Sport, Media and Society
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,COGS,Cognitive Science,Minds, Brains and Machines
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,COGS,Cognitive Science,Philosophy of Artificial Intelligence
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,COGS,Cognitive Science,Honours Seminar in Cognitive Science
Fall/Winter,2023-2024,SC,Faculty of Science,COOP,Cooperative Education,Co-op Work Term
Fall/Winter,2023-2024,SC,Faculty of Science,COOP,Cooperative Education,Co-op Work Term
Fall/Winter,2023-2024,SC,Faculty of Science,COOP,Cooperative Education,Co-op Work Term
Fall/Winter,2023-2024,LE,Lassonde School of Engineering,COOP,Cooperative Education,Critical Reflection on Work Experience using Professional Portfolios
Fall/Winter,2023-2024,ED,Faculty of Education,COST,Computer Studies,Teaching Computer Studies in the Intermediate-Senior Divisions - B
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CRIM,Criminology,Theories of Criminology
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CRIM,Criminology,Research Methods in Criminology
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CRIM,Criminology,Policing
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CRIM,Criminology,Youth Crime
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CRIM,Criminology,Criminology and Human Rights
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CRIM,Criminology,Gender and Crime
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CRIM,Criminology,Contemporary Issues in Criminology
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CRIM,Criminology,Cultures of Violence
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CRIM,Criminology,Law, Crime and Borders
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CRIM,Criminology,Surveillance and Crime
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CRIM,Criminology,Critical Victimology
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CRIM,Criminology,Criminology placement course
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CWR,Creative Writing,Principles of Creative Writing: Creative Non-fiction and Mixed Genre
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CWR,Creative Writing,Genre Fiction Workshop
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CWR,Creative Writing,Senior Prose Workshop: Fiction
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Contemporary/Ballet Dance Forms
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Contemporary/Modern Dance Forms
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Contemporary/Modern Dance Forms
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Fundamentals of Physical Practice
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Dance Studies: An Introduction
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Dancing for Non Majors
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Dance, Film, and Culture
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Contemporary/Ballet Dance Forms
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Contemporary/Modern Dance Forms
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Contemporary/Modern Dance Forms
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Choreography
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Dance Kinesiology
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Philippine Folk Dance I
Fall/Winter,2023-2024,ED,Faculty of Education,DANC,Dance,Teaching Dance in the Intermediate Division
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Contemporary/Ballet Dance Forms
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Contemporary/Ballet Dance Forms
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Contemporary/Modern Dance Forms
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Contemporary/Modern Dance Forms
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Performance
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Dance Ensemble Apprenticeship
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Intermediate Dance Production Practicum
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Reading, Writing, Dancing
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Teaching Dance to Children
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Contemporary World Dance Forms:  Philippine Folk Dance III
Fall/Winter,2023-2024,ED,Faculty of Education,DANC,Dance,Teaching Dance in the Intermediate-Senior Divisions - A
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Contemporary/Ballet Dance Forms
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Contemporary/Ballet Dance Forms
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Contemporary/Modern Dance Forms
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Contemporary/Modern Dance Forms
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Choreography
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Dance Ensemble I
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Dance Ensemble II
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Lighting Design for Dance I
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Community Dance Education
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Senior Projects
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Independent Studies
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Independent Studies
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Sub-Saharan African Dance
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DANC,Dance,Breaking and Hip-Hop Dance Practices
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DATT,Digital Media Program,Introduction to Interactive Digital Media II
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DATT,Digital Media Program,Multimedia Asset Creation I
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DATT,Digital Media Program,Introduction to Physical Computing
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DATT,Digital Media Program,Math, Art, Code
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DATT,Digital Media Program,Time-Based Art: Performance Art and Everyday Life
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DATT,Digital Media Program,Photography: Post Production for Screen & Web
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DATT,Digital Media Program,Game Design and Prototyping I
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DATT,Digital Media Program,Game Design and Prototyping II
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DATT,Digital Media Program,Creative Coding I
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DATT,Digital Media Program,Introduction to 3D Animation
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DATT,Digital Media Program,Time-Based Art: Video in the Expanded Field
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DATT,Digital Media Program,Game Mechanics
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DATT,Digital Media Program,Collaborative Project Development in Games
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DATT,Digital Media Program,Screen-Based Fluid Interfaces
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DATT,Digital Media Program,Modelling for 3D Fabrication
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DATT,Digital Media Program,Electro-Acoustic Orchestra
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DATT,Digital Media Program,Critical Game Play
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DATT,Digital Media Program,Generative Art in Mixed Reality
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,DATT,Digital Media Program,Generative and Parametric 3D Modeling for the Arts
